"name";"region";"district";"externalID"
##Name;Bundesland;Landkreis/Kreisfreie Stadt;Externe ID
"Gokels";"Schleswig-Holstein";"LK Rendsburg-Eckernförde";"01058061"
"Goosefeld";"Schleswig-Holstein";"LK Rendsburg-Eckernförde";"01058102"
"Grauel";"Schleswig-Holstein";"LK Rendsburg-Eckernförde";"01058062"
"Grevenkrug";"Schleswig-Holstein";"LK Rendsburg-Eckernförde";"01058063"
"Groß Buchwald";"Schleswig-Holstein";"LK Rendsburg-Eckernförde";"01058064"
"Groß Vollstedt";"Schleswig-Holstein";"LK Rendsburg-Eckernförde";"01058065"
"Groß Wittensee";"Schleswig-Holstein";"LK Rendsburg-Eckernförde";"01058066"
"Güby";"Schleswig-Holstein";"LK Rendsburg-Eckernförde";"01058067"
"Haale";"Schleswig-Holstein";"LK Rendsburg-Eckernförde";"01058068"
"Haby";"Schleswig-Holstein";"LK Rendsburg-Eckernförde";"01058069"
"Hamdorf";"Schleswig-Holstein";"LK Rendsburg-Eckernförde";"01058070"
"Hamweddel";"Schleswig-Holstein";"LK Rendsburg-Eckernförde";"01058071"
"Hanerau-Hademarschen";"Schleswig-Holstein";"LK Rendsburg-Eckernförde";"01058072"
"Haßmoor";"Schleswig-Holstein";"LK Rendsburg-Eckernförde";"01058073"
"Heinkenborstel";"Schleswig-Holstein";"LK Rendsburg-Eckernförde";"01058074"
"Hoffeld";"Schleswig-Holstein";"LK Rendsburg-Eckernförde";"01058076"
"Hohenwestedt";"Schleswig-Holstein";"LK Rendsburg-Eckernförde";"01058077"
"Hohn";"Schleswig-Holstein";"LK Rendsburg-Eckernförde";"01058078"
"Holtsee";"Schleswig-Holstein";"LK Rendsburg-Eckernförde";"01058080"
"Holzbunge";"Schleswig-Holstein";"LK Rendsburg-Eckernförde";"01058081"
"Holzdorf";"Schleswig-Holstein";"LK Rendsburg-Eckernförde";"01058082"
"Hummelfeld";"Schleswig-Holstein";"LK Rendsburg-Eckernförde";"01058084"
"Hörsten";"Schleswig-Holstein";"LK Rendsburg-Eckernförde";"01058075"
"Hütten";"Schleswig-Holstein";"LK Rendsburg-Eckernförde";"01058083"
"Jahrsdorf";"Schleswig-Holstein";"LK Rendsburg-Eckernförde";"01058085"
"Jevenstedt";"Schleswig-Holstein";"LK Rendsburg-Eckernförde";"01058086"
"Karby";"Schleswig-Holstein";"LK Rendsburg-Eckernförde";"01058087"
"Klein Wittensee";"Schleswig-Holstein";"LK Rendsburg-Eckernförde";"01058088"
"Kosel";"Schleswig-Holstein";"LK Rendsburg-Eckernförde";"01058090"
"Krogaspe";"Schleswig-Holstein";"LK Rendsburg-Eckernförde";"01058091"
"Kronshagen";"Schleswig-Holstein";"LK Rendsburg-Eckernförde";"01058092"
"Krummwisch";"Schleswig-Holstein";"LK Rendsburg-Eckernförde";"01058093"
"Königshügel";"Schleswig-Holstein";"LK Rendsburg-Eckernförde";"01058089"
"Langwedel";"Schleswig-Holstein";"LK Rendsburg-Eckernförde";"01058094"
"Lindau";"Schleswig-Holstein";"LK Rendsburg-Eckernförde";"01058096"
"Lohe-Föhrden";"Schleswig-Holstein";"LK Rendsburg-Eckernförde";"01058097"
"Loop";"Schleswig-Holstein";"LK Rendsburg-Eckernförde";"01058098"
"Loose";"Schleswig-Holstein";"LK Rendsburg-Eckernförde";"01058099"
"Luhnstedt";"Schleswig-Holstein";"LK Rendsburg-Eckernförde";"01058101"
"Lütjenwestedt";"Schleswig-Holstein";"LK Rendsburg-Eckernförde";"01058100"
"Meezen";"Schleswig-Holstein";"LK Rendsburg-Eckernförde";"01058103"
"Melsdorf";"Schleswig-Holstein";"LK Rendsburg-Eckernförde";"01058104"
"Mielkendorf";"Schleswig-Holstein";"LK Rendsburg-Eckernförde";"01058105"
"Molfsee";"Schleswig-Holstein";"LK Rendsburg-Eckernförde";"01058107"
"Mörel";"Schleswig-Holstein";"LK Rendsburg-Eckernförde";"01058106"
"Mühbrook";"Schleswig-Holstein";"LK Rendsburg-Eckernförde";"01058108"
"Negenharrie";"Schleswig-Holstein";"LK Rendsburg-Eckernförde";"01058109"
"Neu Duvenstedt";"Schleswig-Holstein";"LK Rendsburg-Eckernförde";"01058111"
"Neudorf-Bornstein";"Schleswig-Holstein";"LK Rendsburg-Eckernförde";"01058110"
"Neuwittenbek";"Schleswig-Holstein";"LK Rendsburg-Eckernförde";"01058112"
"Nienborstel";"Schleswig-Holstein";"LK Rendsburg-Eckernförde";"01058113"
"Nindorf";"Schleswig-Holstein";"LK Rendsburg-Eckernförde";"01058115"
"Noer";"Schleswig-Holstein";"LK Rendsburg-Eckernförde";"01058116"
"Nortorf";"Schleswig-Holstein";"LK Rendsburg-Eckernförde";"01058117"
"Nübbel";"Schleswig-Holstein";"LK Rendsburg-Eckernförde";"01058118"
"Oldenbüttel";"Schleswig-Holstein";"LK Rendsburg-Eckernförde";"01058119"
"Oldenhütten";"Schleswig-Holstein";"LK Rendsburg-Eckernförde";"01058120"
"Osdorf";"Schleswig-Holstein";"LK Rendsburg-Eckernförde";"01058121"
"Ostenfeld (Rendsburg)";"Schleswig-Holstein";"LK Rendsburg-Eckernförde";"01058122"
"Osterby";"Schleswig-Holstein";"LK Rendsburg-Eckernförde";"01058123"
"Osterrönfeld";"Schleswig-Holstein";"LK Rendsburg-Eckernförde";"01058124"
"Osterstedt";"Schleswig-Holstein";"LK Rendsburg-Eckernförde";"01058125"
"Ottendorf";"Schleswig-Holstein";"LK Rendsburg-Eckernförde";"01058126"
"Owschlag";"Schleswig-Holstein";"LK Rendsburg-Eckernförde";"01058127"
"Padenstedt";"Schleswig-Holstein";"LK Rendsburg-Eckernförde";"01058128"
"Prinzenmoor";"Schleswig-Holstein";"LK Rendsburg-Eckernförde";"01058129"
"Quarnbek";"Schleswig-Holstein";"LK Rendsburg-Eckernförde";"01058130"
"Rade b. Hohenwestedt";"Schleswig-Holstein";"LK Rendsburg-Eckernförde";"01058131"
"Rade b. Rendsburg";"Schleswig-Holstein";"LK Rendsburg-Eckernförde";"01058132"
"Reesdorf";"Schleswig-Holstein";"LK Rendsburg-Eckernförde";"01058133"
"Remmels";"Schleswig-Holstein";"LK Rendsburg-Eckernförde";"01058134"
"Rendsburg";"Schleswig-Holstein";"LK Rendsburg-Eckernförde";"01058135"
"Rickert";"Schleswig-Holstein";"LK Rendsburg-Eckernförde";"01058136"
"Rieseby";"Schleswig-Holstein";"LK Rendsburg-Eckernförde";"01058137"
"Rodenbek";"Schleswig-Holstein";"LK Rendsburg-Eckernförde";"01058138"
"Rumohr";"Schleswig-Holstein";"LK Rendsburg-Eckernförde";"01058139"
"Schacht-Audorf";"Schleswig-Holstein";"LK Rendsburg-Eckernförde";"01058140"
"Schierensee";"Schleswig-Holstein";"LK Rendsburg-Eckernförde";"01058141"
"Schinkel";"Schleswig-Holstein";"LK Rendsburg-Eckernförde";"01058142"
"Schmalstede";"Schleswig-Holstein";"LK Rendsburg-Eckernförde";"01058143"
"Schwedeneck";"Schleswig-Holstein";"LK Rendsburg-Eckernförde";"01058150"
"Schönbek";"Schleswig-Holstein";"LK Rendsburg-Eckernförde";"01058144"
"Schönhorst";"Schleswig-Holstein";"LK Rendsburg-Eckernförde";"01058145"
"Schülldorf";"Schleswig-Holstein";"LK Rendsburg-Eckernförde";"01058146"
"Schülp b. Nortorf";"Schleswig-Holstein";"LK Rendsburg-Eckernförde";"01058147"
"Schülp b. Rendsburg";"Schleswig-Holstein";"LK Rendsburg-Eckernförde";"01058148"
"Seefeld";"Schleswig-Holstein";"LK Rendsburg-Eckernförde";"01058151"
"Sehestedt";"Schleswig-Holstein";"LK Rendsburg-Eckernförde";"01058152"
"Sophienhamm";"Schleswig-Holstein";"LK Rendsburg-Eckernförde";"01058154"
"Stafstedt";"Schleswig-Holstein";"LK Rendsburg-Eckernförde";"01058155"
"Steenfeld";"Schleswig-Holstein";"LK Rendsburg-Eckernförde";"01058156"
"Strande";"Schleswig-Holstein";"LK Rendsburg-Eckernförde";"01058157"
"Sören";"Schleswig-Holstein";"LK Rendsburg-Eckernförde";"01058153"
"Tackesdorf";"Schleswig-Holstein";"LK Rendsburg-Eckernförde";"01058158"
"Tappendorf";"Schleswig-Holstein";"LK Rendsburg-Eckernförde";"01058159"
"Techelsdorf";"Schleswig-Holstein";"LK Rendsburg-Eckernförde";"01058160"
"Thaden";"Schleswig-Holstein";"LK Rendsburg-Eckernförde";"01058161"
"Thumby";"Schleswig-Holstein";"LK Rendsburg-Eckernförde";"01058162"
"Timmaspe";"Schleswig-Holstein";"LK Rendsburg-Eckernförde";"01058163"
"Todenbüttel";"Schleswig-Holstein";"LK Rendsburg-Eckernförde";"01058164"
"Tüttendorf";"Schleswig-Holstein";"LK Rendsburg-Eckernförde";"01058165"
"Waabs";"Schleswig-Holstein";"LK Rendsburg-Eckernförde";"01058166"
"Wapelfeld";"Schleswig-Holstein";"LK Rendsburg-Eckernförde";"01058167"
"Warder";"Schleswig-Holstein";"LK Rendsburg-Eckernförde";"01058168"
"Wasbek";"Schleswig-Holstein";"LK Rendsburg-Eckernförde";"01058169"
"Wattenbek";"Schleswig-Holstein";"LK Rendsburg-Eckernförde";"01058170"
"Westensee";"Schleswig-Holstein";"LK Rendsburg-Eckernförde";"01058171"
"Westerrönfeld";"Schleswig-Holstein";"LK Rendsburg-Eckernförde";"01058172"
"Windeby";"Schleswig-Holstein";"LK Rendsburg-Eckernförde";"01058173"
"Winnemark";"Schleswig-Holstein";"LK Rendsburg-Eckernförde";"01058174"
"Ahneby";"Schleswig-Holstein";"LK Schleswig-Flensburg";"01059102"
"Alt Bennebek";"Schleswig-Holstein";"LK Schleswig-Flensburg";"01059001"
"Arnis";"Schleswig-Holstein";"LK Schleswig-Flensburg";"01059002"
"Ausacker";"Schleswig-Holstein";"LK Schleswig-Flensburg";"01059103"
"Bergenhusen";"Schleswig-Holstein";"LK Schleswig-Flensburg";"01059005"
"Bollingstedt";"Schleswig-Holstein";"LK Schleswig-Flensburg";"01059010"
"Boren";"Schleswig-Holstein";"LK Schleswig-Flensburg";"01059187"
"Borgwedel";"Schleswig-Holstein";"LK Schleswig-Flensburg";"01059012"
"Brebel";"Schleswig-Holstein";"LK Schleswig-Flensburg";"01059014"
"Brodersby";"Schleswig-Holstein";"LK Schleswig-Flensburg";"01059016"
"Brodersby-Goltoft";"Schleswig-Holstein";"LK Schleswig-Flensburg";"01059189"
"Busdorf";"Schleswig-Holstein";"LK Schleswig-Flensburg";"01059018"
"Böel";"Schleswig-Holstein";"LK Schleswig-Flensburg";"01059006"
"Böklund";"Schleswig-Holstein";"LK Schleswig-Flensburg";"01059008"
"Börm";"Schleswig-Holstein";"LK Schleswig-Flensburg";"01059009"
"Böxlund";"Schleswig-Holstein";"LK Schleswig-Flensburg";"01059105"
"Dannewerk";"Schleswig-Holstein";"LK Schleswig-Flensburg";"01059019"
"Dollerup";"Schleswig-Holstein";"LK Schleswig-Flensburg";"01059106"
"Dollrottfeld";"Schleswig-Holstein";"LK Schleswig-Flensburg";"01059021"
"Dörpstedt";"Schleswig-Holstein";"LK Schleswig-Flensburg";"01059020"
"Eggebek";"Schleswig-Holstein";"LK Schleswig-Flensburg";"01059107"
"Ekenis";"Schleswig-Holstein";"LK Schleswig-Flensburg";"01059022"
"Ellingstedt";"Schleswig-Holstein";"LK Schleswig-Flensburg";"01059023"
"Erfde";"Schleswig-Holstein";"LK Schleswig-Flensburg";"01059024"
"Esgrus";"Schleswig-Holstein";"LK Schleswig-Flensburg";"01059109"
"Fahrdorf";"Schleswig-Holstein";"LK Schleswig-Flensburg";"01059026"
"Freienwill";"Schleswig-Holstein";"LK Schleswig-Flensburg";"01059182"
"Gelting";"Schleswig-Holstein";"LK Schleswig-Flensburg";"01059112"
"Geltorf";"Schleswig-Holstein";"LK Schleswig-Flensburg";"01059032"
"Glücksburg (Ostsee)";"Schleswig-Holstein";"LK Schleswig-Flensburg";"01059113"
"Goltoft";"Schleswig-Holstein";"LK Schleswig-Flensburg";"01059033"
"Groß Rheide";"Schleswig-Holstein";"LK Schleswig-Flensburg";"01059035"
"Großenwiehe";"Schleswig-Holstein";"LK Schleswig-Flensburg";"01059115"
"Großsolt";"Schleswig-Holstein";"LK Schleswig-Flensburg";"01059116"
"Grundhof";"Schleswig-Holstein";"LK Schleswig-Flensburg";"01059118"
"Grödersby";"Schleswig-Holstein";"LK Schleswig-Flensburg";"01059034"
"Handewitt";"Schleswig-Holstein";"LK Schleswig-Flensburg";"01059183"
"Harrislee";"Schleswig-Holstein";"LK Schleswig-Flensburg";"01059120"
"Hasselberg";"Schleswig-Holstein";"LK Schleswig-Flensburg";"01059121"
"Havetoft";"Schleswig-Holstein";"LK Schleswig-Flensburg";"01059037"
"Havetoftloit";"Schleswig-Holstein";"LK Schleswig-Flensburg";"01059038"
"Hollingstedt";"Schleswig-Holstein";"LK Schleswig-Flensburg";"01059039"
"Holt";"Schleswig-Holstein";"LK Schleswig-Flensburg";"01059124"
"Husby";"Schleswig-Holstein";"LK Schleswig-Flensburg";"01059127"
"Hörup";"Schleswig-Holstein";"LK Schleswig-Flensburg";"01059123"
"Hürup";"Schleswig-Holstein";"LK Schleswig-Flensburg";"01059126"
"Hüsby";"Schleswig-Holstein";"LK Schleswig-Flensburg";"01059041"
"Idstedt";"Schleswig-Holstein";"LK Schleswig-Flensburg";"01059042"
"Jagel";"Schleswig-Holstein";"LK Schleswig-Flensburg";"01059043"
"Janneby";"Schleswig-Holstein";"LK Schleswig-Flensburg";"01059128"
"Jardelund";"Schleswig-Holstein";"LK Schleswig-Flensburg";"01059129"
"Jerrishoe";"Schleswig-Holstein";"LK Schleswig-Flensburg";"01059131"
"Jörl";"Schleswig-Holstein";"LK Schleswig-Flensburg";"01059132"
"Jübek";"Schleswig-Holstein";"LK Schleswig-Flensburg";"01059044"
"Kappeln";"Schleswig-Holstein";"LK Schleswig-Flensburg";"01059045"
"Kiesby";"Schleswig-Holstein";"LK Schleswig-Flensburg";"01059047"
"Klappholz";"Schleswig-Holstein";"LK Schleswig-Flensburg";"01059049"
"Klein Bennebek";"Schleswig-Holstein";"LK Schleswig-Flensburg";"01059050"
"Klein Rheide";"Schleswig-Holstein";"LK Schleswig-Flensburg";"01059051"
"Kronsgaard";"Schleswig-Holstein";"LK Schleswig-Flensburg";"01059136"
"Kropp";"Schleswig-Holstein";"LK Schleswig-Flensburg";"01059053"
"Langballig";"Schleswig-Holstein";"LK Schleswig-Flensburg";"01059137"
"Langstedt";"Schleswig-Holstein";"LK Schleswig-Flensburg";"01059138"
"Lindewitt";"Schleswig-Holstein";"LK Schleswig-Flensburg";"01059179"
"Loit";"Schleswig-Holstein";"LK Schleswig-Flensburg";"01059055"
"Lottorf";"Schleswig-Holstein";"LK Schleswig-Flensburg";"01059056"
"Lürschau";"Schleswig-Holstein";"LK Schleswig-Flensburg";"01059057"
"Maasbüll";"Schleswig-Holstein";"LK Schleswig-Flensburg";"01059141"
"Maasholm";"Schleswig-Holstein";"LK Schleswig-Flensburg";"01059142"
"Medelby";"Schleswig-Holstein";"LK Schleswig-Flensburg";"01059143"
"Meggerdorf";"Schleswig-Holstein";"LK Schleswig-Flensburg";"01059058"
"Meyn";"Schleswig-Holstein";"LK Schleswig-Flensburg";"01059144"
"Mittelangeln";"Schleswig-Holstein";"LK Schleswig-Flensburg";"01059185"
"Mohrkirch";"Schleswig-Holstein";"LK Schleswig-Flensburg";"01059060"
"Munkbrarup";"Schleswig-Holstein";"LK Schleswig-Flensburg";"01059145"
"Neuberend";"Schleswig-Holstein";"LK Schleswig-Flensburg";"01059062"
"Nieby";"Schleswig-Holstein";"LK Schleswig-Flensburg";"01059147"
"Niesgrau";"Schleswig-Holstein";"LK Schleswig-Flensburg";"01059148"
"Norderbrarup";"Schleswig-Holstein";"LK Schleswig-Flensburg";"01059063"
"Norderstapel";"Schleswig-Holstein";"LK Schleswig-Flensburg";"01059064"
"Nordhackstedt";"Schleswig-Holstein";"LK Schleswig-Flensburg";"01059149"
"Nottfeld";"Schleswig-Holstein";"LK Schleswig-Flensburg";"01059065"
"Nübel";"Schleswig-Holstein";"LK Schleswig-Flensburg";"01059098"
"Oersberg";"Schleswig-Holstein";"LK Schleswig-Flensburg";"01059067"
"Oeversee";"Schleswig-Holstein";"LK Schleswig-Flensburg";"01059184"
"Osterby";"Schleswig-Holstein";"LK Schleswig-Flensburg";"01059151"
"Pommerby";"Schleswig-Holstein";"LK Schleswig-Flensburg";"01059152"
"Quern";"Schleswig-Holstein";"LK Schleswig-Flensburg";"01059153"
"Rabel";"Schleswig-Holstein";"LK Schleswig-Flensburg";"01059154"
"Rabenholz";"Schleswig-Holstein";"LK Schleswig-Flensburg";"01059155"
"Rabenkirchen-Faulück";"Schleswig-Holstein";"LK Schleswig-Flensburg";"01059068"
"Ringsberg";"Schleswig-Holstein";"LK Schleswig-Flensburg";"01059157"
"Rüde";"Schleswig-Holstein";"LK Schleswig-Flensburg";"01059069"
"Rügge";"Schleswig-Holstein";"LK Schleswig-Flensburg";"01059070"
"Satrup";"Schleswig-Holstein";"LK Schleswig-Flensburg";"01059071"
"Saustrup";"Schleswig-Holstein";"LK Schleswig-Flensburg";"01059072"
"Schaalby";"Schleswig-Holstein";"LK Schleswig-Flensburg";"01059073"
"Schafflund";"Schleswig-Holstein";"LK Schleswig-Flensburg";"01059158"
"Scheggerott";"Schleswig-Holstein";"LK Schleswig-Flensburg";"01059074"
"Schleswig";"Schleswig-Holstein";"LK Schleswig-Flensburg";"01059075"
"Schnarup-Thumby";"Schleswig-Holstein";"LK Schleswig-Flensburg";"01059076"
"Schuby";"Schleswig-Holstein";"LK Schleswig-Flensburg";"01059077"
"Selk";"Schleswig-Holstein";"LK Schleswig-Flensburg";"01059078"
"Sieverstedt";"Schleswig-Holstein";"LK Schleswig-Flensburg";"01059159"
"Silberstedt";"Schleswig-Holstein";"LK Schleswig-Flensburg";"01059079"
"Sollerup";"Schleswig-Holstein";"LK Schleswig-Flensburg";"01059162"
"Stangheck";"Schleswig-Holstein";"LK Schleswig-Flensburg";"01059163"
"Stapel";"Schleswig-Holstein";"LK Schleswig-Flensburg";"01059188"
"Steinberg";"Schleswig-Holstein";"LK Schleswig-Flensburg";"01059164"
"Steinbergkirche";"Schleswig-Holstein";"LK Schleswig-Flensburg";"01059186"
"Steinfeld";"Schleswig-Holstein";"LK Schleswig-Flensburg";"01059080"
"Sterup";"Schleswig-Holstein";"LK Schleswig-Flensburg";"01059167"
"Stolk";"Schleswig-Holstein";"LK Schleswig-Flensburg";"01059081"
"Stoltebüll";"Schleswig-Holstein";"LK Schleswig-Flensburg";"01059168"
"Struxdorf";"Schleswig-Holstein";"LK Schleswig-Flensburg";"01059082"
"Sörup";"Schleswig-Holstein";"LK Schleswig-Flensburg";"01059161"
"Süderbrarup";"Schleswig-Holstein";"LK Schleswig-Flensburg";"01059083"
"Süderfahrenstedt";"Schleswig-Holstein";"LK Schleswig-Flensburg";"01059084"
"Süderhackstedt";"Schleswig-Holstein";"LK Schleswig-Flensburg";"01059169"
"Süderstapel";"Schleswig-Holstein";"LK Schleswig-Flensburg";"01059085"
"Taarstedt";"Schleswig-Holstein";"LK Schleswig-Flensburg";"01059086"
"Tarp";"Schleswig-Holstein";"LK Schleswig-Flensburg";"01059171"
"Tastrup";"Schleswig-Holstein";"LK Schleswig-Flensburg";"01059101"
"Tetenhusen";"Schleswig-Holstein";"LK Schleswig-Flensburg";"01059087"
"Tielen";"Schleswig-Holstein";"LK Schleswig-Flensburg";"01059088"
"Tolk";"Schleswig-Holstein";"LK Schleswig-Flensburg";"01059090"
"Treia";"Schleswig-Holstein";"LK Schleswig-Flensburg";"01059092"
"Twedt";"Schleswig-Holstein";"LK Schleswig-Flensburg";"01059097"
"Ulsnis";"Schleswig-Holstein";"LK Schleswig-Flensburg";"01059094"
"Wagersrott";"Schleswig-Holstein";"LK Schleswig-Flensburg";"01059095"
"Wallsbüll";"Schleswig-Holstein";"LK Schleswig-Flensburg";"01059173"
"Wanderup";"Schleswig-Holstein";"LK Schleswig-Flensburg";"01059174"
"Wees";"Schleswig-Holstein";"LK Schleswig-Flensburg";"01059176"
"Weesby";"Schleswig-Holstein";"LK Schleswig-Flensburg";"01059177"
"Westerholz";"Schleswig-Holstein";"LK Schleswig-Flensburg";"01059178"
"Wohlde";"Schleswig-Holstein";"LK Schleswig-Flensburg";"01059096"
"Ülsby";"Schleswig-Holstein";"LK Schleswig-Flensburg";"01059093"
"Alveslohe";"Schleswig-Holstein";"LK Segeberg";"01060002"
"Armstedt";"Schleswig-Holstein";"LK Segeberg";"01060003"
"Bad Bramstedt";"Schleswig-Holstein";"LK Segeberg";"01060004"
"Bad Segeberg";"Schleswig-Holstein";"LK Segeberg";"01060005"
"Bahrenhof";"Schleswig-Holstein";"LK Segeberg";"01060006"
"Bark";"Schleswig-Holstein";"LK Segeberg";"01060007"
"Bebensee";"Schleswig-Holstein";"LK Segeberg";"01060008"
"Bimöhlen";"Schleswig-Holstein";"LK Segeberg";"01060009"
"Blunk";"Schleswig-Holstein";"LK Segeberg";"01060010"
"Boostedt";"Schleswig-Holstein";"LK Segeberg";"01060011"
"Bornhöved";"Schleswig-Holstein";"LK Segeberg";"01060012"
"Borstel";"Schleswig-Holstein";"LK Segeberg";"01060013"
"Buchholz b. Wahlstedt";"Schleswig-Holstein";"LK Segeberg";"01060014"
"Bühnsdorf";"Schleswig-Holstein";"LK Segeberg";"01060015"
"Daldorf";"Schleswig-Holstein";"LK Segeberg";"01060016"
"Damsdorf";"Schleswig-Holstein";"LK Segeberg";"01060017"
"Dreggers";"Schleswig-Holstein";"LK Segeberg";"01060018"
"Ellerau";"Schleswig-Holstein";"LK Segeberg";"01060019"
"Fahrenkrug";"Schleswig-Holstein";"LK Segeberg";"01060020"
"Fredesdorf";"Schleswig-Holstein";"LK Segeberg";"01060022"
"Fuhlendorf";"Schleswig-Holstein";"LK Segeberg";"01060023"
"Föhrden-Barl";"Schleswig-Holstein";"LK Segeberg";"01060021"
"Geschendorf";"Schleswig-Holstein";"LK Segeberg";"01060024"
"Glasau";"Schleswig-Holstein";"LK Segeberg";"01060025"
"Groß Kummerfeld";"Schleswig-Holstein";"LK Segeberg";"01060028"
"Groß Niendorf";"Schleswig-Holstein";"LK Segeberg";"01060029"
"Groß Rönnau";"Schleswig-Holstein";"LK Segeberg";"01060030"
"Großenaspe";"Schleswig-Holstein";"LK Segeberg";"01060027"
"Gönnebek";"Schleswig-Holstein";"LK Segeberg";"01060026"
"Hagen";"Schleswig-Holstein";"LK Segeberg";"01060031"
"Hardebek";"Schleswig-Holstein";"LK Segeberg";"01060033"
"Hartenholm";"Schleswig-Holstein";"LK Segeberg";"01060034"
"Hasenkrug";"Schleswig-Holstein";"LK Segeberg";"01060035"
"Hasenmoor";"Schleswig-Holstein";"LK Segeberg";"01060036"
"Heidmoor";"Schleswig-Holstein";"LK Segeberg";"01060037"
"Heidmühlen";"Schleswig-Holstein";"LK Segeberg";"01060038"
"Henstedt-Ulzburg";"Schleswig-Holstein";"LK Segeberg";"01060039"
"Hitzhusen";"Schleswig-Holstein";"LK Segeberg";"01060040"
"Högersdorf";"Schleswig-Holstein";"LK Segeberg";"01060041"
"Hüttblek";"Schleswig-Holstein";"LK Segeberg";"01060042"
"Itzstedt";"Schleswig-Holstein";"LK Segeberg";"01060043"
"Kaltenkirchen";"Schleswig-Holstein";"LK Segeberg";"01060044"
"Kattendorf";"Schleswig-Holstein";"LK Segeberg";"01060045"
"Kayhude";"Schleswig-Holstein";"LK Segeberg";"01060046"
"Kisdorf";"Schleswig-Holstein";"LK Segeberg";"01060047"
"Klein Gladebrügge";"Schleswig-Holstein";"LK Segeberg";"01060048"
"Klein Rönnau";"Schleswig-Holstein";"LK Segeberg";"01060049"
"Krems II";"Schleswig-Holstein";"LK Segeberg";"01060050"
"Kükels";"Schleswig-Holstein";"LK Segeberg";"01060051"
"Latendorf";"Schleswig-Holstein";"LK Segeberg";"01060052"
"Leezen";"Schleswig-Holstein";"LK Segeberg";"01060053"
"Lentföhrden";"Schleswig-Holstein";"LK Segeberg";"01060054"
"Mönkloh";"Schleswig-Holstein";"LK Segeberg";"01060056"
"Mözen";"Schleswig-Holstein";"LK Segeberg";"01060057"
"Nahe";"Schleswig-Holstein";"LK Segeberg";"01060058"
"Negernbötel";"Schleswig-Holstein";"LK Segeberg";"01060059"
"Nehms";"Schleswig-Holstein";"LK Segeberg";"01060060"
"Neuengörs";"Schleswig-Holstein";"LK Segeberg";"01060061"
"Neversdorf";"Schleswig-Holstein";"LK Segeberg";"01060062"
"Norderstedt";"Schleswig-Holstein";"LK Segeberg";"01060063"
"Nützen";"Schleswig-Holstein";"LK Segeberg";"01060064"
"Oering";"Schleswig-Holstein";"LK Segeberg";"01060065"
"Oersdorf";"Schleswig-Holstein";"LK Segeberg";"01060066"
"Pronstorf";"Schleswig-Holstein";"LK Segeberg";"01060067"
"Rickling";"Schleswig-Holstein";"LK Segeberg";"01060068"
"Rohlstorf";"Schleswig-Holstein";"LK Segeberg";"01060069"
"Schackendorf";"Schleswig-Holstein";"LK Segeberg";"01060070"
"Schieren";"Schleswig-Holstein";"LK Segeberg";"01060071"
"Schmalensee";"Schleswig-Holstein";"LK Segeberg";"01060072"
"Schmalfeld";"Schleswig-Holstein";"LK Segeberg";"01060073"
"Schwissel";"Schleswig-Holstein";"LK Segeberg";"01060074"
"Seedorf";"Schleswig-Holstein";"LK Segeberg";"01060075"
"Seth";"Schleswig-Holstein";"LK Segeberg";"01060076"
"Sievershütten";"Schleswig-Holstein";"LK Segeberg";"01060077"
"Stipsdorf";"Schleswig-Holstein";"LK Segeberg";"01060079"
"Stocksee";"Schleswig-Holstein";"LK Segeberg";"01060080"
"Strukdorf";"Schleswig-Holstein";"LK Segeberg";"01060081"
"Struvenhütten";"Schleswig-Holstein";"LK Segeberg";"01060082"
"Stuvenborn";"Schleswig-Holstein";"LK Segeberg";"01060084"
"Sülfeld";"Schleswig-Holstein";"LK Segeberg";"01060085"
"Tarbek";"Schleswig-Holstein";"LK Segeberg";"01060086"
"Tensfeld";"Schleswig-Holstein";"LK Segeberg";"01060087"
"Todesfelde";"Schleswig-Holstein";"LK Segeberg";"01060088"
"Trappenkamp";"Schleswig-Holstein";"LK Segeberg";"01060089"
"Travenhorst";"Schleswig-Holstein";"LK Segeberg";"01060090"
"Traventhal";"Schleswig-Holstein";"LK Segeberg";"01060091"
"Wahlstedt";"Schleswig-Holstein";"LK Segeberg";"01060092"
"Wakendorf I";"Schleswig-Holstein";"LK Segeberg";"01060093"
"Wakendorf II";"Schleswig-Holstein";"LK Segeberg";"01060094"
"Weddelbrook";"Schleswig-Holstein";"LK Segeberg";"01060095"
"Weede";"Schleswig-Holstein";"LK Segeberg";"01060096"
"Wensin";"Schleswig-Holstein";"LK Segeberg";"01060097"
"Westerrade";"Schleswig-Holstein";"LK Segeberg";"01060098"
"Wiemersdorf";"Schleswig-Holstein";"LK Segeberg";"01060099"
"Winsen";"Schleswig-Holstein";"LK Segeberg";"01060100"
"Wittenborn";"Schleswig-Holstein";"LK Segeberg";"01060101"
"Aasbüttel";"Schleswig-Holstein";"LK Steinburg";"01061001"
"Aebtissinwisch";"Schleswig-Holstein";"LK Steinburg";"01061002"
"Agethorst";"Schleswig-Holstein";"LK Steinburg";"01061003"
"Altenmoor";"Schleswig-Holstein";"LK Steinburg";"01061004"
"Auufer";"Schleswig-Holstein";"LK Steinburg";"01061005"
"Bahrenfleth";"Schleswig-Holstein";"LK Steinburg";"01061006"
"Beidenfleth";"Schleswig-Holstein";"LK Steinburg";"01061007"
"Bekdorf";"Schleswig-Holstein";"LK Steinburg";"01061008"
